,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
39,rLIJvpNx_1_39,Tony Cetinski,Tony Cetinski,Nebo iznad nas,123189,"Zlatno jutro ulazi u stan
tvoje usne miluju mi dan
raspukla se noc, sunce ljulja dan
tako lijep i nestvaran

Tvoje ime sapucem ko grijeh
kao dijete ljubis me kroz smijeh
i sretan sam i lud, glazba odasvud
i cijeli svijet je radio
 
Ref. 
Da te volim, da te volim 
sada dobro znam
cijeli grad nek pjeva 
ovo je moj dan
plese srce, kuca na sav glas
samo nebo sad je iznad nas

Ptice, ljudi, neka krenu svi
neka prate ritam ljubavi
i sretan sam i lud, glazba odasvud 
i cijeli svijet je radio 

Ref.","https://tekstovi.net/2,135,9012.html",,Nebo Iznad Nas,The sky above us,,"Zlatno jutro ulazi u stan
1
tvoje usne miluju mi dan
raspukla se noć, sunce ljulja dan
tako lijep i nestvaran. Tvoje ime sapučem ko grijeh
kao dijete ljubiš me kroz smijeh
i sretan sam i lud, glazba odasvud
i cijeli svijet je radio. Ref.
Da te volim, da te volim
sada dobro znam
cijeli grad nek pjeva
ovo je moj dan
pleše srce, kuca na sav glas
samo nebo sad je iznad nas. Ptice, ljudi, neka krenu svi
neka prate ritam ljubavi
i sretan sam i lud, glazba odasvud
i cijeli svijet je radio. Ref.","A golden morning enters the flat
your lips cuddle my day
the night had cracked, sun swings a day
so beautiful and surreal. I whisper your name like a sin
you kiss me trough the laughter like a child
and I am happy and crazy, music comes from everywhere
and all the world is radio. Ref.
That I love you, that I love you
Now I know that well
Let the whole town sing
this is my day
The heart is dancing, it's beating out loud
only the sky is above us now. Birds, people, let them all go
let them follow the rhythm of love
and I am happy and crazy, music comes from everywhere
and all the world is radio. Ref.",https://lyricstranslate.com/en/nebo-iznad-nas-sky-above-us.html,['Tony Cetinski'],2004 - A sada...,2011 - The best of,https://diskografija.com/pjesma/nebo-iznad-nas-3870.htm,Nebo iznad nas,"['Miro Buljan', 'Nenad Ninčević']","['Miro Buljan', 'Nenad Ninčević']","['Toni Cetinski', 'Gojko Tomljanović']",,,
40,rLIJvpNx_1_40,Tony Cetinski,Tony Cetinski,Nek te zagrli netko sretniji (duet Divas),208802,"Ispod jastuka miris je kasmira
za nas ce nocas svirat' tuznu pjesmu tu
umrijeti od ljubavi dok mjesec pada na nas
reci da l' bi za nas bio spas

Nema dusa snage te da bori se
ovo je za nas put bez povratka
 
Ref.
Jer ti odlazis veceras
samo prate te suze nebeske
sa sto dugih godina
Bog me kaznio bez tvog dodira

Nek' te zagrli netko sretniji
cuvali te svi dobri andjeli
samo nekad me nadji da nam se
zvijezde sve zapale

Nema dusa snage te da bori se
ovo je za nas put bez povratka

Ref.","https://tekstovi.net/2,135,22349.html",,Nek te zagrli netko sretniji,May Someone Happier Give You A Hug,,"Ispod jastuka miris je kašmira
1
za nas će noćas svirat tužnu pjesmu tu
umrijeti od ljubavi dok mjesec pada na nas
reci da l' bi za nas bio spas. Nema duša snage te da bori se
ovo je za nas put bez povratka. Ref.
Jer ti odlaziš večeras
samo prate te suze nebeske
sa sto dugih godina
Bog me kaznio bez tvog dodira. Nek' te zagrli netko sretniji
čuvali te svi dobri anđeli
samo nekad me nađi da nam se
zvijezde sve zapale. Nema duša snage te da bori se
ovo je za nas put bez povratka","Under the pillow, cashmere smells
for us tonight, they'll play the sad song
to die of love while moon is falling on us
say if you think it'd be our salvation. The soul doesn't have the strength to fight
for us, this is the road with no return. Chorus
Because you are leaving tonight
Only heavenly tears are going after you
One hundred long years
without your touch are my punishment from God. May someone happier give you a hug
may all the good angels guard you
just sometimes find me to
lit all our stars. The soul doesn't have the strength to fight
for us, this is the road with no return",https://lyricstranslate.com/en/nek-te-zagrli-netko-sretniji-may-someone-happier-give-you-hug.html,['Tony Cetinski'],1993 - Ljubomora II,2011 - The best of - uživo - Tony Cetinski & Divas,https://diskografija.com/pjesma/nek-te-zagrli-netko-sretniji-12019.htm,Nek' te zagrli netko sretniji,['D. Jelavić'],['Željko Krznarić'],['Toni Cetinski'],,,
41,rLIJvpNx_1_41,Tony Cetinski,Tony Cetinski,Nek ti bude ljubav sva,72344,"Dolazi kisa sa sjevera 
jastuk mirise, al' boli tvoja nevjera 
nema te, jutro me probudi 
tko te ljubio, sve spalio u ocima 

Sve mi je s tobom netko uzeo 
mene si prodala  
za ljubav se bori, a ja nemam snage 
ne, ja nemam snage 
 
Nek ti bude ljubav sva 
moja je dusa umorna 
u venama struji tuga najveca 
al' iz mene neces otici, o, neces otici

Ne volis, vise me ne volis
sto bi godina moja ljubav trajala 

Nek ti bude ljubav sva 
moja je dusa umorna 
u venama struji tuga najveca 
nek ti bude ljubav sva 
moja je dusa umorna 
al' iz mene neces otici, o, neces otici","https://tekstovi.net/2,135,17436.html",,Nek' ti bude ljubav sva,He can have all your love,Pjesma za Euroviziju (1994),"Dolazi kiša sa sjevera
1
Jastuk miriše, al' boli tvoja nevjera
Nema te, jutro me probudi
Tko te ljubio, sve spalio u očima. Sve mi je s tobom netko uzeo
Mene si prodala, oa...
Za ljubav se bori, a ja nemam snage
Nemam, nemam snage. Nek' ti bude ljubav sva (Sva)
Moja je duša umorna
U venama struji tuga najveća
Al' iz mene nećeš otići, oh...
Nećeš otići, oh.... Ne voliš, više me ne voliš
Sto bi godina, moja ljubav trajala. Nek' ti bude ljubav sva (Sva)
Moja je duša umorna
U venama struji tuga najveća. Nek' ti bude ljubav sva (Sva)
Moja je duša umorna
Al' iz mene nećeš otići, oh...
Nećeš otići. oohh","Rain is coming from the north
Pillow smells, but your unfidelity hurts
You aren't here, the morning is waking me up
Who kissed you, who burned everything in your eyes?. The one who took you, took everything from me too
You sold me, whoa...
You can fight for love, but I don't have any strength
I don't have, I don't have any strenfgth.... He can have all your love (Love)
My soul is tired
The biggest sadness is flowing in my veins
But you ain't going out of me, oh...
You ain't going out of me, oh.... You don't love me, you don't love me any more
My love could last for hundred years. He can have all your love (Love)
My soul is tired
The biggest sadness is flowing in my veins. He can have all your love (Love)
My soul is tired
But you ain't going out of me, oh...
You ain't going out of me. oohh",https://lyricstranslate.com/en/nek-ti-bude-ljubav-sva-he-can-have-all-your-love.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/nek-ti-bude-ljubav-sva-1365.htm,Nek' ti bude ljubav sva,['Željen Klašterka'],['Željko Krznarić'],,,,
42,rLIJvpNx_1_42,Tony Cetinski,Tony Cetinski,Neka nocas dodju svi,35488,"Kao zvijezda ispod sivih oblaka
ona mi je bila vazna
ona mi je znacila

Kao dijete ljubavlju se igrala
tu je tvrdavu u pijesku
prva plima odnijela
 
Ref.
Neka nocas dodju svi
koji su me voljeli
ja ne mogu sam
a ona sa mnom ne zeli

Dobrodosli u moj svijet
koji rusi se bez nje
dobrodosla svaka dusa 
kojoj stalo je

Ispod leda i tisine ledene
njeni prsti mi u noci
salju nemire u sne

Pa se budim kako ljubim jastuke
kako ljubim njenu sjenu
sada kada nema nje

Ref.

Ja ne mogu da ne mislim na nju
otkad nema je sve je vise tu
jos je vise tu 

Ref.","https://tekstovi.net/2,135,3439.html",,Neka noćas dođu svi,Let come everyone tonight,,"Kao zvijezda ispod sivih oblaka,
Ona mi je bila važna
Ona mi je značila. Kao dijete ljubavlju se igrala.
Tu je tvrđavu u pijesku
Prva plima odnijela. (Refren)
Neka noćas dođu svi
Koji su me voljeli
Ja ne mogu sam,
A ona sa mnom ne želi. Dobrodošli u moj svijet
Koji ruši se bez nje
Dobrodošla svaka duša
Kojoj stalo je. Ispod leda i tišine ledene
Njeni prsti mi u noći
Šalju nemire u sne. Pa se budim kako ljubim jastuke
Kako ljubim njenu sjenu
Sada kada nema nje. (Refren). Jer ne mogu da ne mislim na nju
Otkad nema je, još je više tu
Još je više tu. (Refren)","Like a star under the gray clouds
She was important for me
She meant (a lot) for me. She was playing with love like a child
This fortress on the sand
First flow wash it away. Ref.
Let come everyone tonight
(Everyone) who loved me
I can't (be) alone
And she doesn't want (be) with me. You are welcome to my world
Which is crubling without her
Every soul is welcome
(The souls) which cares. Beneath the ice and icy silence
Her fingers in the night
Are sending me disturbances in dreams. And I am waking up as I am kissing pillows
Like I am kissing her shadow
Now, when she is gone. Ref.. Because I can't to not to think about her
Since she is gone, it's even more of her here
It's even more of her here",https://lyricstranslate.com/en/neka-nocas-dodju-svi-let-come-everyone-tonight.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/neka-nocas-dodu-svi-4245.htm,Neka noćas dođu svi,,,,,,
43,rLIJvpNx_1_43,Tony Cetinski,Tony Cetinski,Neka te odvede,150694,"Igra je pri kraju
samo potez ili dva
par nevaznih figura
kralj i kraljica

Ispred mene ponor
nazad vise ne mogu
i nebo je bez zvijezda
cijelu godinu
 
Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko

Ref.
I Boze daj neka te odvede 
miljama od mene
neka te zavede i prevari
pa da vidis kako je zaspati na medu
budit se na ledu
dok preko noci svijet se srusio
svijet se srusio

Ispred mene ponor
nazad vise ne mogu
i nebo je bez zvijezda
cijelu godinu

Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko

Ref.

Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko

Ref.","https://tekstovi.net/2,135,13911.html",,Neka te odvede,Let him take her,,"Igra je pri kraju
1
samo potez ili dva
par nevažnih figura
kralj i kraljica. Ispred mene ponor
nazad više ne mogu
i nebo je bez zvijezda
cijelu godinu. Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko. Ref.
I Bože daj neka te odvede
miljama od mene
neka te zavede i prevari
pa da vidiš kako je zaspati na medu
budit se na ledu
dok preko noći svijet se srušio
svijet se srušio. Ispred mene ponor
nazad više ne mogu
i nebo je bez zvijezda
cijelu godinu. Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko. Ref.. Sad maske skinimo
da svi vidimo
u ovoj igri
'ko je 'ko. Ref.","Game is closer to an end
Only one move or two
A few insignificant figures
King and Queen. In front of me is an abyss
I can’t go back anymore
And sky is without stars
All year. Now put masks down
To see all
In this game
Who’s who. (Chorus)
And God please, let him take her
Miles of me
Let him seduce her and fool her
To se how is to fall asleep on honey
And wake up on ice
While over night world crashed
World crashed. In front of me is an abyss
I can’t go back anymore
And sky is without stars
All year. Now put masks down
To see all
In this game
Who’s who. (Chorus). Now put masks down
To see all
In this game
Who’s who. (Chorus)",https://lyricstranslate.com/en/neka-te-odvede-let-him-take-her.html,['Tony Cetinski'],2005 - Budi uz mene,2011 - The best of,https://diskografija.com/pjesma/neka-te-odvede-7670.htm,Neka te odvede,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
44,rLIJvpNx_1_44,Tony Cetinski,Tony Cetinski,Nemam srece s tobom,10237,"Naborat ce se oci
naborat ce se dusa
i ova ljubav jednom 
morat ce da ostari

Na svako tvoje zbogom
umirem odjednom
a na svaki korak tvoj
pogled naslonim
 
I molim se u sebi 
da mi ne odes
a bojim se da ne puknem
da ne puknem

Ref.
Jer odavno nemam srece sa tobom
udjes ispod koze lako
kidas moje snove
pa odlazis tek tako

Nemam srece sa tobom
uvijek istim putem stignem
na vrata pakla i raja
od sjaja do ocaja

Ne ostavljaj mi tako
malo lazne nade
jer nikada na noge 
necu stati ponovo

Tvoje lazne suze
odu pa se vrate
ni jednog trena s tobom
ja nisam nacisto

I molim se u sebi 
da mi ne odes
a bojim se da ne puknem
da ne puknem

Ref.

Ref.","https://tekstovi.net/2,135,54629.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,
45,rLIJvpNx_1_45,Tony Cetinski,Tony Cetinski,Nemirne noci,74980,"Jos jedan sivi dan na nebu naslikan
i kao da je svet tesan za mene
jos jedan korak do dna
ne znam gde si ti, ne znam ko sam ja

U svakom slucaju zvijezde padaju
a samo jedna zna koliko boli
to sto je dobro i zlo
a nismo krivi za to ni ti, ni ja
 
Ref.
Nemirne noci cuvam za sebe
disem bez nade, bez duse, bez nje

Zadnja stanica i pusta ulica
sve je blizi put do kraja zida
jos jedan korak do dna
a nismo krivi za to ni ti, ni ja

Ref.

Ja znam da prestaje san
ja znam da dan nosi oblake
za nas je prestalo sve
za nas je to samo sjecanje

Ref. 2x","https://tekstovi.net/2,135,26925.html",,,,,,,,"['Tony Cetinski', 'Kiki Lesendrić']",,,https://diskografija.com/pjesma/nemirne-noci-13910.htm,Nemirne noći,['Zoran Lesendrić Kiki'],['Zoran Lesendrić Kiki'],['Zoran Lesendrić Kiki'],,,
46,rLIJvpNx_1_46,Tony Cetinski,Tony Cetinski,Nemoj se sa mnom igrati,2720,"Nemoj se sa mnom igrati
ubit cu se majke mi
danas ja cu plakati
sutra plakat ces i ti

Nemoj se sa mnom igrati
kad te srce zavoli
danas ja cu plakati
sutra plakat ces i ti
 
Ref.
Lako je sad
snove izgubiti
ledja mi okrenuti
kad srce je
sad ludo od ljubavi

Nemoj ne, nemoj se
igrati

Nemoj se sa mnom zezati
ubit cu se majke mi
danas ja cu plakati
sutra plakat ces i ti

Ref.

Nemoj ne, nemoj se
zezati","https://tekstovi.net/2,135,52089.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/nemoj-se-sa-mnom-igrati-11999.htm,Nemoj se sa mnom igrati,,,,,,
47,rLIJvpNx_1_47,Tony Cetinski,Tony Cetinski,Od jednog poljupca,28241,"Dos'o sam kasno
iz velikog grada
poljubac majci
izletih van, da sretnem te

Kafic kod stijene
sjedis sama i sjednem ja
lijepo te vidjet
nakon tol'kih godina
 
Dok pricas o nama
ja pijem vec drugu
reci mi sreco
koliko kosta da naplatim tugu

Jer bili smo ljubav
kojoj svatovi se smijese
bili smo, al' vise nismo

Ref.
Ma jos si Bogom dana ti
moja stara rana si
jos me njezno ubijas
samo ti to znas

Jos si nepobjediva
valjda to je sudbina
da te tako zavolim
od jednog poljupca

Pokazujes slike iz novcanika
poznata lica, al' puno mladja
ko je to

Zar ne vidis, mi smo
jos te cuvam, kazes lako
a meni dodje da zaplacem tako

Ref. 2x","https://tekstovi.net/2,135,35280.html",miro buljan,Od jednog poljupca,From one kiss,,"Doš'o sam kasno
1
Iz velikog grada
Poljubac majci
Izletih van
Da sretnem te. Kafić kod stijene
Sjediš sama i sjednem ja
Lijepo te vidjet nakon tolkih godina. Dok pričaš o nama
Ja pijem već drugu
Reci mi srećo
Koliko košta da naplatim tugu. Jer bili smo ljubav
Kojoj svatovi se smiješe
Bili smo al' više nismo. Ma još si Bogom dana ti
Moja stara rana si
Još me nježno ubijaš
Samo ti to znaš. Još si nepobjediva
Valjda to je sudbina
Da te tako zavolim
Od jednog poljupca. Pokazuješ slike
Iz novčanika
Poznata lica
Al' puno mlađa
Ko je to. Zar ne vidiš
Mi smo
Još te čuvam
Kažeš lako
A meni dođe da zaplačem tako","I came late
From the big city
A kiss for mother
I ran away
To meet you. Coffee shop like a rock
You are sitting alone and I sit
It's nice to see you after that many years. While are talking about us
I'm drinking a second (round)
Tell me about happiness
How much it costs that I can pay the sorrow. Because we were love
That nuptials are smiling
We were but not anymore. Soever, your are still given from God
You are my old wound
You are killing me softly
Only you know that. You are still invincible
I guess it is destiny
That I fell in love with you so much
From one kiss. You are showing pictures
From you wallet
Well-known faces
But much younger
Who is that. Don't you see
We are
I still keep you
You say easy
And it come to me to cry so.",https://lyricstranslate.com/en/od-jednog-poljupca-one-kiss.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/od-jednog-poljupca-16098.htm,Od jednog poljupca,['Miro Buljan'],['Miro Buljan'],['Nikša Bratoš'],,,
48,rLIJvpNx_1_48,Tony Cetinski,Tony Cetinski,Od milijun zena,275680,"Sto puta sam zoru s ciganima cek'o
sto puta sam bio na dnu i daleko
idemo jos jednom lagano sviraci
necemo jos kuci, tu je necu naci

Ref.
Pricaju o meni, ne znaju pa lazu
al' ostati ce pjesme istinu da kazu
od milijun zena, prijatelji moji
ja bas volim onu koja ne postoji
 
Sto puta sam zoru docekao s nogu
kad me vino slomi, nista mi ne mogu
gledao sam oci nekih tuznih zena
necemo jos kuci, nje ni tamo nema

Ref. 2x","https://tekstovi.net/2,135,26918.html",,Od milijun žena,Million of women,,"Sto puta sam zoru
s ciganima ček'o,
sto puta sam bio
na dnu i daleko.. Idemo još jednu
lagano svirači,
nećemo još kući,
tu je neću naći.. Pričaju o meni,
ne znaju pa lažu,
ali ostati će pjesme
istinu da kažu.
Od milijun žena,
prijatelji moji,
ja baš volim onu
koja ne postoji.. Sto puta sam zoru
dočekao s nogu,
kad me vino slomi
ništa mi ne mogu.. Gledao sam oči
nekih tuđih žena,
nećemo još kući
nje ni tamo nema.","Hundreds of times,
i've waited dawn with the gypsies.
hundreds of times i've been
to the bottom and far away.. Let's go one more,
easy,players (of a band),
we are not going home yet,
cause i won't find her there.. They talk about me,
they don't know so they lie,
but song will remain,
and tell the truth.
From a million of women,
my friends,
i love the one
that doesn't exist.. Hundreds of times,
i've waited dawn on my feet,
when wine breakes me,
they can't do nothing to me.. I've been looking eyes,
of some other women,
we are not going home yet,
cause she is not there.",https://lyricstranslate.com/en/od-milijun-zena-million-women.html,['Tony Cetinski'],2008 - Ako to se zove ljubav,2011 - The best of,https://diskografija.com/pjesma/od-milijun-zena-13901.htm,Od milijun žena,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
49,rLIJvpNx_1_49,Tony Cetinski,Tony Cetinski,Od trnja do zvijezda,6149,"Godina puno, ja ne pamtim broj
tebe sam trazio
usput su neke me lomile 
al' tako je trebalo

Mora sunce da ti svane
da bi noci nestalo
moras prestat trazit ljubav
da bi ljubav nasao
 
Ref.
Od trnja do zvijezda pa natrag 
zbog tebe sam prosao
i opet bih za tvoju ljubav
ako bih morao

Jer nema toga, tko bi te beskrajno lako
tako iskreno volio
tko nije od trnja do zvijezda pa natrag 
kao ja, kao lav se borio

Sviro sam pesme a slomljenih zica
na usnama hladan stih
do tebe sam prosao milion lica
do tebe previse njih

Jer je ceznja bolest teska
kada kuca u grudima
jer bez ljubavi si greska
greska medju ljudima

Ref. 2x","https://tekstovi.net/2,135,51410.html",,Od Trnja Do Zvijezda,Through Hardships To The Stars,,"Godina puno
1
ja ne pamtim broj
tebe sam tražio
usput su neke me lomile
al tako je trebalo. Mora sunce da ti svane
da bi noći nestalo
moraš prestat tražit ljubav
da bi ljubav našao. Od trnja do zvijezda
pa natrag
zbog tebe sam prošao
i opet bih za tvoju ljubav
ako bih morao. Jer nema toga
tko bi te beskrajno lako
tako iskreno volio
tko nije od trnja do zvijezda
pa natrag
kao lav se borio. Sviro sam pjesme
al slomljenih žica
na usnama hladan stih
do tebe sam prošao
miliun lica
do tebe previše njih. Jer je čežnja bolest teška
kada kuca u grudima
jer bez ljubavi si grjeska
grješka medju ljudima. Od trnja do zvijezda
pa natrag
zbog tebe sam prošao
i opet bih za tvoju ljubav
ako bih morao. Jer nema toga
tko bi te beskrajno lako
tako iskreno volio
tko nije od trnja do zvijezda
pa natrag
kao lav se borio. Od trnja do zvijezda
Od trnja do zvijezda
pa natrag
i opet bih za tvoju ljubav
ako bih morao. Jer nema toga
tko bi te beskrajno lako
tako iskreno volio
tko nije od trnja do zvijezda
pa natrag
kao lav se borio. Tko nije od trnja do zvijezda
pa natrag
kao lav se borio. Godina puno
ja ne pamtim broj
tebe sam tražio","For many years
I don't remember their number
I looked for you
Along the way, I've been broken by some (girls)
But that's how it was supposed to be. The sun must come up for you
So th night would disappear
You must stop looking for love
In order to find it. Through hardships to the stars
And then back
I've been through because of you
And I would again for your love
If I'd have to. Because there is no one
Who would love you
So infinitely easy, so sincerely
If he had not, through hardships to the stars
And then back,
Fought as a lion. I played songs
But my strings were broken
A cold verse upon my lips
On my way to you I passed
A million faces
To many of them, on my way to you. Because longing is a hard disease
When it pounds inside your chest
Because without love you are a mistake
A mistake amidst humans. Through hardships to the stars
And then back
I've been through because of you
And I would again for your love
If I'd have to. Because there is no one
Who would love you
So infinitely easy, so sincerely
If he had not, through hardships to the stars
And then back,
Fought as a lion. Through hardships to the stars
And then back
I've been through because of you
And I would again for your love
If I'd have to. Because there is no one
Who would love you
So infinitely easy, so sincerely
If he had not, through hardships to the stars
And then back,
Fought as a lion. Who had not through hadrships to the stars
And then back
Fought as a lion. For many years
I don't remember their number
I looked for you",https://lyricstranslate.com/en/od-trnja-do-zvijezda-through-hardships-stars.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/od-trnja-do-zvijezda-26576.htm,Od trnja do zvijezda,,,,,,
